Time_s,Velocity_mps
165,3.7664889285088243
166,3.8513499107549864
167,3.88581695441105
168,3.888346330067429
169,4.018875731177537
170,3.9802226108065355
171,4.039366323901097
172,3.9279759479146024
173,4.096383338023995
174,3.9298785182380986
175,3.9182088219294666
176,4.0462990464230595
177,3.8984261328275513
178,4.091779699862323
179,4.151402115490318
180,4.095952047990741
181,3.9148887045876304
182,3.948398870481915
183,4.058216969126002
184,3.9796294132025736
185,4.13785800984633
186,4.139821723969913
187,4.113210346508334
188,4.161481535500169
189,3.9167816277218694
190,3.9380117951943476
191,4.05802797999085
192,4.180595357368104
193,3.909580788018557
194,3.9775764248732397
195,4.0498915102408715
196,3.99021459380779
197,3.7808096008258616
198,3.9445179029546624
199,3.954533418015649
200,3.9627605131058203
201,3.899463117087612
202,3.9751041681691532
203,3.785771917847952
204,3.9080971737305537
205,3.9444020168111766
206,3.993850187838777
207,4.076507099485964
208,3.9394138123045597
209,4.050655033686862
210,3.9687414506375256
211,3.863997567648244
212,4.014720854233916
213,4.042885788186596
214,4.144096641534692
215,3.992534259739416
216,4.031200985237819
217,4.113209646554932
218,4.0179596779645586
219,3.843325227803624
220,3.9343515548409393
221,4.072478875019481
222,3.9915015661024635
223,4.048042564812483
224,4.112903561842138
225,4.026628677773305
226,4.017269901162182
227,3.988191160078598
228,4.028007824747731
229,3.9895019371617755
230,4.054937629859179
231,3.9796249757470537
232,4.004519504465647
233,3.797691633573296
234,3.9897254500389225
235,3.9149845977818547
236,3.935782386666176
237,3.975598170729609
238,3.9740369175208214
239,4.095708311665495
240,4.039042168346321
241,3.984132723893772
242,3.906981551026766
243,3.787934632483211
244,4.002595566743593
245,4.186804705577663
246,3.8756483337530367
247,4.105660375827193
248,3.9543495925094296
249,3.927362678190604
250,4.150704373479279
251,4.0743889058573695
252,3.9413145057982195
253,4.042268977033668
254,3.9104195418605845
255,4.103139412999945
256,4.1567769753951715
257,3.9228896364478754
258,4.145606047748096
259,3.972449630264592
260,4.0226386700061605
261,4.095733612409039
262,4.040904607598481
263,3.8637419326146625
264,3.971048771244665
265,3.9585823188935616
266,4.030028500391626
267,4.071235675670063
268,4.191230300306935
269,4.1253507920157855
270,3.968908453483391
271,4.006089475730574
272,4.1191245985229745
273,3.9805812620982204
274,3.7985158889442885
275,3.9570431525690246
276,3.949265592212584
277,4.01467873861984
278,3.925564601787224
279,3.905263299279893
280,3.9487834632623473
281,3.8861565627424657
282,4.1526207288555534
283,4.070322941188473
284,3.8209999039134352
285,3.985982810191867
286,4.114996891785494
287,4.066384227395477
288,4.022056555739464
289,3.997302142816216
290,3.9281532498227123
291,3.875905583010502
292,4.00845740061977
293,4.027669212303125
294,4.064217212211813
295,4.080464411412481
296,4.065907319369992
297,3.8355167149256415
298,3.8583688085323127
299,4.0948141085678555
