Time_s,Decay
205,0.03282165832666321
206,0.032279164031359865
207,0.03174563637806794
208,0.031220927161230906
209,0.030704890624914587
210,0.0301973834223185
211,0.02969826457595639
212,0.029207395438494873
213,0.028724639654239433
214,0.028249863121256928
215,0.02778293395412425
216,0.02732372244729256
217,0.026872101039057177
218,0.02642794427612296
219,0.025991128778755347
220,0.025561533206507402
221,0.02513903822451339
222,0.024723526470339385
223,0.02431488252138192
224,0.023912992862805318
225,0.02351774585600911
226,0.0231290317076166
227,0.022746742438975988
228,0.0223707718561656
229,0.0220010155204949
230,0.02163737071949309
231,0.021279736438377165
232,0.02092801333199164
233,0.020582103697212015
234,0.02024191144580439
235,0.019907342077733686
236,0.019578302654913005
237,0.01925470177538692
238,0.018936449547941454
239,0.018623457567133694
240,0.01831563888873418
241,0.01801290800557516
242,0.017715180823798058
243,0.017422374639493515
244,0.017134408115727567
245,0.01685120125994751
246,0.01657267540176125
247,0.0162987531710839
248,0.016029358476645567
249,0.015764416484854486
250,0.015503853599009316
251,0.015247597438855209
252,0.014995576820477705
253,0.014747721736528956
254,0.014503963336780803
255,0.014264233908999256
256,0.014028466860135112
257,0.01379659669782546
258,0.013568559012200934
259,0.013344290457993664
260,0.013123728736940968
261,0.012906812580479874
262,0.012693481732727684
263,0.01248367693374383
264,0.012277339903068436
265,0.012074413323532871
266,0.011874840825337983
267,0.011678566970395444
268,0.011485537236927931
269,0.011295698004323836
270,0.011108996538242308
271,0.010925380975964478
272,0.010744800311986828
273,0.010567204383852655
274,0.01039254385821774
275,0.010220770217146324
276,0.010051835744633584
277,0.009885693513350894
278,0.00972229737161013
279,0.009561601930543505
280,0.009403562551495204
281,0.009248135333621508
282,0.009095277101695816
283,0.008944945394115252
284,0.008797098451105509
285,0.008651695203120634
286,0.008508695259434564
287,0.008368058896921216
288,0.00822974704902003
289,0.008093721294883897
290,0.00795994384870645
291,0.007828377549225773
292,0.007698985849401584
293,0.00757173280626303
294,0.007446583070924338
295,0.007323501878765404
296,0.007202455039774759
297,0.0070834089290521185
298,0.006966330477467914
299,0.006851187162477213
