Time_s,CH4_ppm
225,1.0151737113314139
226,1.5703927103023252
227,1.1834250518650116
228,2.468698283832182
229,1.4893000676675021
230,0.0
231,0.45321561572206853
232,1.3539671044571715
233,0.10842216388325701
234,0.0
235,0.3489461135733502
236,0.0
237,0.0
238,0.15859399444913
239,1.3626037652785494
240,0.9901857937032783
241,0.977705484554909
242,0.43818136249329775
243,0.0
244,1.4931295733464076
245,0.029089774248821504
246,0.0
247,0.4307243516504844
248,1.9784896314143658
249,0.7495376394516747
250,0.589600191406851
251,0.0
252,2.1852686369926912
253,1.1296118776957043
254,1.8629794615950916
255,2.0657566211567073
256,0.0
257,1.1050784217164689
258,1.0034740395591948
259,0.0
260,0.5616733120654914
261,0.0
262,0.0
263,0.9870163686255814
264,0.0
265,0.12350635552734845
266,0.9381417664169367
267,0.2575074705720216
268,0.6239887050822797
269,0.0
270,0.9596569569816407
271,0.0
272,0.0
273,0.0
274,0.9106376823989009
275,0.0
276,0.835510773528392
277,0.0
278,2.020641015581474
279,0.8725331085986118
280,0.4700156722984251
281,0.9589303855973905
282,0.0
283,0.6124459415743815
284,0.0
285,0.0
286,0.3860095073030424
287,0.00130034002566555
288,1.4769984777542249
289,0.43545846008795275
290,0.4646258046735441
291,0.0
292,1.4083978702362812
293,0.0
294,0.0
295,0.0
296,0.12725022500561636
297,0.0
298,0.0
299,0.7884819681948102
